,Name,cfb_id,pfr_id,School,Conference,DR,DP,NFL POS,Draft Year,Designation in last Year,Landing Team,Age IN DRAFT YEAR (9/1/dy),DOB,Conference Drafted Rate,Conference Hit Rate,Age Adjusted Hit Rate AVG,Pre-Draft,Pre-Draft Percentile,Post-Draft,Post-Draft Percentile,Cr.Year BO,>20%,>30%,Decimal BOA (30%),Cr.Year BO.1,Years Played,G,AVG PPG,rec,YARDS,YPR,REC/g,FINAL MS YARDS RK,College Dominator Rating,Per Game College Dominator Rating,YPTpA Dominator,Yards Dominator,Conference.1,Team (Conference Adjusted),Age,Conference.2,Team,Age.1,First RecYds/TmPatt,Best RecYds/TmPatt,Last RecYds/TmPatt,AVG RecYds/TmPatt,First RecYds/TmPatt Above Conference AVg,Best RecYds/TmPatt Above Conference Avg,Last  RecYds/TmPatt Above Conference Avg,AVG  RecYds/TmPatt Above Conference Avg,First RecYds/TmPatt Above TM Avg,Best RecYds/TmPatt Above TM Avg,Last  RecYds/TmPatt Above TM Avg,AVG  RecYds/TmPatt Above TM Avg,First RecYds/TmPatt Above AGE Avg,Best RecYds/TmPatt Above AGE Avg,Last  RecYds/TmPatt Above AGE Avg,AVG  RecYds/TmPatt Above AGE Avg,First Dominator,Best Dominator,Last Dominator,AVG Dominator (Min 2 Seasons),First Dominator.1,Best Dominator.1,Last Dominator.1,AVG Dominator (Min 2 Seasons).1,First Doa,Last Doa,Best Doa,Doa (AVG),First MS rec Yards,last ms rec yards,Best MS rec Yards,AVG MS REC Yds,First MS rec Yards.1,last ms rec yards.1,Best MS rec Yards.1,AVG MS REC Yds.1,PPG Above conference expectation (Best Year),S/EX (MS Yards Over Expectation using a 5 year conference AVG of top producer),TeamMate Score (TeamMate Over Expected),Production Score,Efficency Score (YTMpA Over conference AVG WR1s),Calvin Johnson Index,Combine Score,18,19,20,21,22,23,18.1,19.1,20.1,21.1,22.1,23.1,18.2,19.2,20.2,21.2,22.2,23.2,18.3,19.3,20.3,21.3,22.3,23.3,18.4,19.4,20.4,21.4,22.4,23.4,18.5,19.5,20.5,21.5,22.5,23.5,18.6,19.6,20.6,21.6,22.6,23.6,18.7,19.7,20.7,21.7,22.7,23.7,18.8,19.8,20.8,21.8,22.8,23.8,18.9,19.9,20.9,21.9,22.9,23.9,18.10,19.10,20.10,21.10,22.10,23.10,18.11,19.11,20.11,21.11,22.11,23.11,18.12,19.12,20.12,21.12,22.12,23.12,18.13,19.13,20.13,21.13,22.13,23.13,18.14,19.14,20.14,21.14,22.14,23.14,18.15,19.15,20.15,21.15,22.15,23.15,18.16,19.16,20.16,21.16,22.16,23.16,18.17,19.17,20.17,21.17,22.17,23.17,18.18,19.18,20.18,21.18,22.18,23.18,18.19,19.19,20.19,21.19,22.19,23.19,18.20,19.20,20.20,21.20,22.20,23.20,18.21,19.21,20.21,21.21,22.21,23.21,18.22,19.22,20.22,21.22,22.22,23.22,18.23,19.23,20.23,21.23,22.23,23.23,BMI,weight,height,bench,40,3Cone,shuttle,vert,broadInches,Burst Score,HaSS,WaSS,# of top 5  finishes,# of top  12 finishes,# of top  24 finishes,Year 1 TGT%,Year 1 EP,Year 1 reFPOE,Year 1 PPG,AVG EP Season 1-3,AVG PPG (PPR) Season 1-3,Year 1 Yards,Year 1 Yards/G
10,Dacari Collins,dacari-collins-1,,Clemson,ACC (Atlantic),UNK,UNK,WR,2024,UNK,0,21,11/4/2002,6.80%,12.90%,2.60%,0.0,1%,,0%,0,-,-,-,-,0,4,9.5,16,221,13.8,4.0,,4.40%,14.50%,0.0,8.90%,-,-,-,-,-,-,-,0.0,0.0,-,-,0.0,0.0,-,-,0.0,0.0,-,-,0.0,0.0,-,14.50%,14.50%,14.50%,14.50%,4.40%,4.40%,4.40%,4.40%,-,-,-,0.00%,8.90%,8.90%,8.90%,<2 Yrs of Data,1282.10%,1282.10%,1282.10%,<2 Yrs of Data,-3.89,-18.90%,-,0.00%,-1.9,-,-,4.0,,,,,,9.53,,,,,,16.0,,,,,,221.0,,,,,,0.0,,,,,,7.02%,,,,,,8.89%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,,,,,,14.45%,,,,,,4.40%,,,,,,,,,,,,8.00%,,,,,,0.8,,,,,,,,,,,,,,,,,,1.7,,,,,,,,,,,,-,-,-,-,-,-,,,,,,,,,,,,,UNK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-,UNK,UNK,-,-,-,-,-,-,-,-,-,,
11,Christian Leary,christian-leary-1,,Alabama,SEC (West),UNK,UNK,WR,2024,UNK,0,21,1/22/2003,17.70%,15.20%,2.60%,0.0,1%,,0%,0,-,-,-,-,0,2,5.3,2,4,2.0,1.0,,1.10%,7.70%,0.0,0.10%,-,-,-,-,-,-,-,0.0,0.0,-,-,0.0,0.0,-,-,0.0,0.0,-,-,0.0,0.0,-,7.70%,7.70%,7.70%,7.70%,1.10%,1.10%,1.10%,1.10%,-,-,-,0.00%,0.10%,0.10%,0.10%,<2 Yrs of Data,2009.00%,2009.00%,2009.00%,<2 Yrs of Data,-14.53,-28.00%,-,0.00%,-2.5,-,-,2.0,,,,,,5.3,,,,,,2.0,,,,,,4.0,,,,,,1.0,,,,,,0.58%,,,,,,0.09%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.13%,,,,,,7.74%,,,,,,1.10%,,,,,,,,,,,,0.30%,,,,,,0.2,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,-,-,-,-,-,-,,,,,,,,,,,,,UNK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-,UNK,UNK,-,-,-,-,-,-,-,-,-,,
12,Agiye Hall,agiye-hall-1,,Alabama,SEC (West),UNK,UNK,WR,2024,UNK,0,21,9/28/2002,17.70%,15.20%,2.60%,0.0,1%,,0%,0,-,-,-,-,0,1,2,1,10,10.0,1.0,,0.10%,1.50%,0.0,0.20%,-,-,-,-,-,-,-,0.0,0.0,-,-,0.0,0.0,-,-,0.0,0.0,-,-,0.0,0.0,-,1.50%,1.50%,1.50%,1.50%,0.10%,0.10%,0.10%,0.10%,-,-,-,0.00%,0.20%,0.20%,0.20%,<2 Yrs of Data,2009.00%,2009.00%,2009.00%,<2 Yrs of Data,-17.83,-27.90%,-,0.00%,-2.5,-,-,1.0,,,,,,2.0,,,,,,1.0,,,,,,10.0,,,,,,0.0,,,,,,0.29%,,,,,,0.21%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,,,,,,1.49%,,,,,,0.10%,,,,,,,,,,,,0.30%,,,,,,0.1,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,-,-,-,-,-,-,,,,,,,,,,,,,UNK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-,UNK,UNK,-,-,-,-,-,-,-,-,-,,
13,Quentin Johnston,quentin-johnston-1,0,Texas Christian,Big 12,UNK,UNK,WR,2023,UNK,0,22,9/6/2001,12.90%,4.60%,17.90%,8.7,97%,,0%,0,18,-,-,-,2,16,14.2,55,1099,20.0,3.4,,26.60%,39.90%,3.0,23.20%,1.46,1.46,0.8,1.00%,1.40%,2.00%,2.25,3.0,3.0,2.6,1.1,1.8,1.8,1.5,1,1.7,1.7,1.4,0.6,1.0,1.0,0.8,26.90%,39.90%,39.90%,33.40%,21.50%,26.60%,26.60%,24.00%,2.90%,1.70%,2.90%,2.30%,24.80%,21.60%,24.80%,23.19%,954.50%,1536.20%,1536.20%,1245.36%,1.99,-2.80%,-,0.80%,0.9,-,-,8.0,8.0,,,,,11.88,16.43,,,,,22.0,33.0,,,,,487.0,612.0,,,,,2.0,6.0,,,,,13.41%,16.50%,,,,,24.81%,21.56%,,,,,24.81%,21.56%,,,,,6.50%,-2.50%,,,,,2.60%,-0.60%,,,,,3.00%,-0.30%,,,,,18.18%,31.58%,,,,,26.87%,39.86%,,,,,21.50%,26.60%,,,,,2.90%,1.70%,,,,,19.10%,19.00%,,,,,0.9,1.2,,,,,0.9,1.2,,,,,0.2,0.4,,,,,2.2,3.0,,,,,2.2,3.0,,,,,0.6,1,-,-,-,-,1.1,1.82,,,,,1.0,1.72,,,,,UNK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-,UNK,UNK,-,-,-,-,-,-,-,-,-,,
14,Jordan Addison,jordan-addison-1,0,Pittsburgh,ACC (Coastal),UNK,UNK,WR,2023,SO,0,21,1/27/2002,4.80%,5.90%,31.10%,8.3,96%,,0%,1,18,19,UNK,2,2,24,21.1,160,2259,14.1,6.7,1.0,36.20%,36.20%,2.9,33.70%,1.13,1.13,0.53,6.40%,5.40%,7.30%,1.72,2.9,2.9,2.3,0.5,1.7,1.7,1.1,0.6,1.8,1.8,1.2,0.1,1.0,1.0,0.5,28.50%,36.20%,36.20%,32.40%,25.90%,36.20%,36.20%,31.10%,7.40%,11.30%,11.30%,9.30%,23.30%,33.70%,33.70%,28.52%,1141.10%,2125.20%,2125.20%,1633.17%,11.0,7.60%,-,2.90%,0.7,-,-,10.0,14.0,,,,,15.64,26.64,,,,,60.0,100.0,,,,,666.0,1593.0,,,,,4.0,17.0,,,,,24.49%,27.25%,,,,,23.31%,33.73%,,,,,23.31%,33.73%,,,,,5.00%,9.70%,,,,,1.20%,11.60%,,,,,0.20%,10.60%,,,,,28.57%,38.64%,,,,,28.54%,36.18%,,,,,25.90%,36.20%,,,,,7.40%,11.30%,,,,,23.90%,30.50%,,,,,1.0,1.6,,,,,1.0,1.6,,,,,0.2,0.6,,,,,1.7,2.9,,,,,1.7,2.9,,,,,0.1,1,-,-,-,-,0.52,1.73,,,,,0.59,1.81,,,,,UNK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-,UNK,UNK,-,-,-,-,-,-,-,-,-,,
15,Josh Downs,josh-downs-2,,North Carolina,ACC (Coastal),UNK,UNK,WR,2023,SO,0,22,8/12/2001,4.80%,5.90%,17.90%,7.8,94%,,0%,0,20,20,UNK,1,1,17,15.4,108,1454,13.5,6.4,1.0,35.50%,35.50%,3.5,40.20%,2.33,2.33,1.05,18.00%,14.30%,11.00%,3.53,3.5,3.5,3.5,2.3,2.3,2.3,2.3,2.4,2.4,2.4,2.4,1,1.0,1.0,1,19.50%,35.50%,35.50%,27.50%,6.50%,35.50%,35.50%,21.00%,5.00%,5.00%,5.00%,1.70%,3.30%,40.20%,40.20%,40.16%,1346.00%,1891.70%,1891.70%,1618.85%,6.09,14.10%,-,0.70%,1.2,-,-,,4.0,13.0,,,,,9.15,21.73,,,,,7.0,101.0,,,,,119.0,1335.0,,,,,3.0,8.0,,,,,2.87%,42.62%,,,,,3.29%,40.16%,,,,,,40.16%,,,,,,11.00%,,,,,,18.00%,,,,,,14.30%,,,,,9.68%,30.77%,,,,,19.45%,35.47%,,,,,6.50%,35.50%,,,,,,5.00%,,,,,3.10%,41.40%,,,,,0.4,1.5,,,,,,1.5,,,,,,0.6,,,,,1.0,3.5,,,,,,3.5,,,,-,-,1,-,-,-,,,2.33,,,,,,2.4,,,,UNK,,,,,,,,,-,UNK,UNK,,,,,,,,,,,
16,Jaxon Smith-Njigba,jaxon-smith-njigba-1,0,Ohio State,Big Ten (East),UNK,UNK,WR,2023,SO,0,21,2/14/2002,8.20%,9.30%,13.40%,7.7,94%,,0%,1,19,-,-,-,2,20,13.4,105,1655,15.8,5.3,1.0,26.00%,26.00%,3.3,32.40%,0.43,0.43,-0.05,9.80%,7.30%,-3.80%,0.25,3.3,3.3,1.8,-1.1,1.9,1.9,0.4,-1.1,1.9,1.9,0.4,-1.4,1.3,1.3,0,3.90%,26.00%,26.00%,15.00%,3.40%,26.00%,26.00%,14.70%,-15.10%,1.10%,1.10%,-7.00%,2.30%,32.40%,32.40%,32.43%,1344.40%,2163.20%,2163.20%,1753.80%,6.32,5.10%,-,-2.60%,0.9,-,-,7.0,13.0,,,,,2.99,23.82,,,,,10.0,95.0,,,,,49.0,1606.0,,,,,1.0,9.0,,,,,6.33%,27.22%,,,,,2.33%,32.43%,,,,,,32.43%,,,,,-16.00%,8.40%,,,,,,9.80%,,,,,,7.30%,,,,,4.55%,19.57%,,,,,3.93%,26.00%,,,,,3.40%,26.00%,,,,,-15.10%,1.10%,,,,,4.30%,29.80%,,,,,0.1,1.8,,,,,0.1,1.8,,,,,-0.9,0.8,,,,,0.2,3.3,,,,,0.2,3.3,,,,,-1.4,1.3,-,-,-,-,-1.08,1.93,,,,,-1.06,1.95,,,,,UNK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-,UNK,UNK,-,-,-,-,-,-,-,-,-,,
17,Donavon Greene,donavon-greene-1,0,Wake Forest,ACC (Atlantic),UNK,UNK,WR,2023,UNK,,22,12/11/2000,6.80%,12.90%,2.60%,6.7,88%,,0%,0,-,-,-,-,1,12,12.4,42,831,19.8,3.5,,18.60%,21.10%,2.1,23.00%,0.98,0.98,0.18,0.60%,-4.60%,-1.10%,2.11,2.1,2.1,2.1,1,1.0,1.0,1,0.9,0.9,0.9,0.9,0.2,0.2,0.2,0.2,21.30%,21.30%,21.00%,21.10%,6.50%,18.60%,18.60%,12.60%,-6.30%,-6.30%,-6.30%,-2.10%,6.60%,23.00%,23.00%,22.98%,27.80%,1372.40%,1372.40%,700.10%,-2.0,-4.20%,-,-0.80%,0,-,-,4.0,8.0,,,,,12.48,12.4,,,,,13.0,29.0,,,,,249.0,582.0,,,,,2.0,2.0,,,,,2.78%,16.57%,,,,,6.64%,22.98%,,,,,,22.98%,,,,,,-1.10%,,,,,,0.60%,,,,,,-4.60%,,,,,6.45%,14.29%,,,,,21.28%,20.96%,,,,,6.50%,18.60%,,,,,,-6.30%,,,,,4.70%,19.80%,,,,,0.8,1.0,,,,,,1.0,,,,,,0.0,,,,,1.7,2.1,,,,,,2.1,,,,,-,0.2,-,-,-,-,,0.98,,,,,,0.95,,,,,UNK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-,UNK,UNK,-,-,-,-,-,-,-,-,-,,
18,Lavel Davis,lavel-davis-1,0,Virginia,ACC (Coastal),UNK,UNK,WR,2023,UNK,,21,1/7/2002,4.80%,5.90%,17.90%,6.6,87%,,0%,0,18,-,-,-,1,7,14.5,20,515,25.8,2.9,,21.20%,30.30%,1.9,19.80%,0.74,0.74,0.28,-,-,1.40%,1.95,1.9,1.9,1.9,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.3,0.3,0.3,0.3,30.30%,30.30%,30.30%,30.30%,21.20%,21.20%,21.20%,21.20%,2.70%,2.70%,2.70%,0.90%,19.80%,19.80%,19.80%,<2 Yrs of Data,1091.00%,1091.00%,1091.00%,<2 Yrs of Data,-1.14,-6.30%,-,0.40%,-0.3,-,-,7.0,,,,,,14.5,,,,,,20.0,,,,,,515.0,,,,,,5.0,,,,,,9.05%,,,,,,19.76%,,,,,,,,,,,,1.40%,,,,,,,,,,,,,,,,,,22.73%,,,,,,30.35%,,,,,,21.20%,,,,,,2.70%,,,,,,14.40%,,,,,,1.0,,,,,,1.0,,,,,,0.2,,,,,,1.9,,,,,,1.9,,,,,,0.3,-,-,-,-,-,0.74,,,,,,0.81,,,,,,UNK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-,UNK,UNK,-,-,-,-,-,-,-,-,-,,
19,Kayshon Boutte,kayshon-boutte-1,0,Louisiana State,SEC (West),UNK,UNK,WR,2023,SO,0,21,5/7/2002,17.70%,15.20%,17.90%,6.1,81%,,0%,1,18,-,-,-,2,16,19.3,83,1243,15.0,5.2,1.0,22.00%,47.10%,1.7,19.50%,0.44,0.44,0.08,2.00%,2.00%,5.20%,1.75,1.7,1.7,1.7,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.1,0.1,0.1,0.1,22.20%,47.10%,47.10%,34.60%,22.20%,22.20%,21.70%,22.00%,3.60%,3.60%,3.60%,1.20%,23.50%,15.40%,23.50%,23.54%,1422.90%,1964.10%,1964.10%,1693.49%,3.16,-3.90%,-,0.60%,-0.9,-,-,10.0,6.0,,,,,14.85,23.8,,,,,45.0,38.0,,,,,735.0,508.0,,,,,5.0,9.0,,,,,18.22%,14.50%,,,,,23.54%,15.36%,,,,,23.54%,,,,,,5.20%,,,,,,2.00%,,,,,,2.00%,,,,,,20.83%,28.13%,,,,,22.19%,47.11%,,,,,22.20%,21.70%,,,,,3.60%,,,,,,20.90%,14.90%,,,,,0.9,1.3,,,,,0.9,,,,,,-0.2,,,,,,1.7,2.5,,,,,1.7,,,,,,0.1,-,-,-,-,-,0.44,,,,,,0.4,,,,,,UNK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-,UNK,UNK,-,-,-,-,-,-,-,-,-,,
20,Zay Flowers,zay-flowers-1,0,Boston College,ACC (Atlantic),UNK,UNK,WR,2023,JR,0,22,9/11/2000,6.80%,12.90%,26.60%,5.8,77%,,0%,2,19,19,UNK,2,3,36,13.2,122,1979,16.2,3.4,1.0,36.20%,36.20%,2.5,34.00%,0.83,0.83,-0.07,3.40%,6.10%,2.00%,1.13,2.5,2.5,2,0,1.3,1.3,0.8,0,1.3,1.3,0.8,-0.5,0.4,0.0,-0.1,15.00%,36.20%,36.20%,28.30%,15.00%,36.20%,36.20%,28.30%,-3.60%,5.80%,8.90%,3.70%,14.90%,34.00%,34.00%,25.82%,-22.00%,1259.10%,1259.10%,756.02%,4.55,6.90%,-,1.30%,0.4,-,-,13.0,11.0,12.0,,,,7.66,19.03,12.96,,,,22.0,56.0,44.0,,,,341.0,892.0,746.0,,,,3.0,9.0,5.0,,,,7.28%,23.14%,26.35%,,,,14.90%,28.53%,34.03%,,,,14.90%,28.53%,34.03%,,,,-3.40%,4.50%,4.90%,,,,-7.50%,6.10%,11.60%,,,,-4.80%,8.90%,14.40%,,,,15.00%,39.13%,38.46%,,,,14.95%,33.83%,36.25%,,,,15.00%,33.80%,36.20%,,,,-3.60%,8.90%,5.80%,,,,11.10%,25.80%,30.20%,,,,0.6,1.3,1.1,,,,0.6,1.3,1.1,,,,,0.3,0.3,,,,1.1,2.3,2.5,,,,1.1,2.3,2.5,,,,-0.5,0.4,0,-,-,-,0.0,1.15,1.34,,,,-0.04,1.12,1.3,,,,UNK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-,UNK,UNK,-,-,-,-,-,-,-,-,-,,
21,Dontay Demus,dontay-demus-1,0,Maryland,Big Ten (East),UNK,UNK,WR,2023,SR,0,23,9/26/1999,8.20%,9.30%,26.60%,5.3,70%,,0%,1,19,19,UNK,1,2,29,13.4,106,1775,16.7,3.7,2.0,24.00%,33.60%,1.9,21.40%,0.58,0.58,0.1,7.30%,10.10%,2.00%,1.98,2.0,1.8,1.9,0.7,0.7,0.5,0.6,0.7,0.7,0.5,0.6,0.3,0.3,-0.1,0.1,14.10%,36.00%,31.10%,28.70%,8.20%,36.00%,12.00%,22.50%,-10.40%,8.80%,8.80%,-0.80%,16.40%,12.80%,29.90%,29.93%,-37.20%,2151.40%,2151.40%,908.01%,1.84,2.60%,-,-0.60%,-0.4,-,-,7.0,12.0,5.0,5.0,,,5.83,11.66,16.9,19.34,,,13.0,41.0,24.0,28.0,,,278.0,625.0,365.0,507.0,,,0.0,6.0,4.0,3.0,,,5.39%,11.99%,24.49%,8.26%,,,16.40%,29.93%,27.65%,12.80%,,,,29.93%,,,,,-1.90%,5.90%,,,,,,7.30%,,,,,,10.10%,,,,,0.00%,37.50%,44.44%,11.11%,,,14.06%,33.72%,36.05%,31.09%,,,8.20%,33.70%,36.00%,12.00%,,,-10.40%,8.80%,,,,,10.90%,21.00%,26.10%,10.50%,,,0.7,0.8,1.2,1.4,,,0.7,0.8,,,,,,,,,,,2.0,1.8,2.3,2.7,,,2.0,1.8,,,,,0.3,-0.1,-,-,-,-,0.65,0.5,,,,,0.67,0.52,,,,,UNK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-,UNK,UNK,-,-,-,-,-,-,-,-,-,,
22,Marvin Mims,marvin-mims-1,0,Oklahoma,Big 12,UNK,UNK,WR,2023,SO,0,21,3/19/2002,12.90%,4.60%,17.90%,5.0,65%,,0%,1,18,-,-,-,2,24,12.1,69,1315,19.1,2.9,1.0,20.90%,20.90%,1.8,20.60%,0.58,0.58,-0.08,-3.10%,-2.10%,-2.10%,1.69,1.8,1.8,1.7,0.5,0.6,0.6,0.6,0.4,0.5,0.5,0.5,0,0.0,-0.2,-0.1,23.80%,23.80%,18.10%,20.90%,23.80%,23.80%,18.10%,20.90%,5.20%,-6.80%,5.20%,-0.80%,17.60%,20.60%,20.60%,19.08%,1454.00%,1972.40%,1972.40%,1713.19%,-0.46,-7.00%,-,0.00%,-0.3,-,-,11.0,13.0,,,,,13.97,10.31,,,,,37.0,32.0,,,,,610.0,705.0,,,,,9.0,5.0,,,,,14.86%,11.43%,,,,,17.60%,20.56%,,,,,17.60%,20.56%,,,,,-0.70%,-3.50%,,,,,-4.60%,-1.60%,,,,,-3.60%,-0.60%,,,,,30.00%,15.63%,,,,,23.80%,18.09%,,,,,23.80%,18.10%,,,,,5.20%,-6.80%,,,,,16.20%,16.00%,,,,,0.8,0.9,,,,,0.8,0.9,,,,,0.1,0.1,,,,,1.7,1.8,,,,,1.7,1.8,,,,,0,-0.2,-,-,-,-,0.54,0.61,,,,,0.44,0.51,,,,,UNK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-,UNK,UNK,-,-,-,-,-,-,-,-,-,,
23,Parker Washington,parker-washington-1,0,Penn State,Big Ten (East),UNK,UNK,WR,2023,SO,0,21,3/21/2002,8.20%,9.30%,17.90%,4.8,62%,,0%,1,18,-,-,-,2,22,13.3,100,1309,13.1,4.5,2.0,24.00%,24.00%,1.7,23.50%,0.32,0.32,-0.16,-0.30%,-3.10%,1.20%,1.6,1.7,1.7,1.6,0.3,0.4,0.4,0.3,0.3,0.4,0.4,0.3,-0.1,-0.1,-0.2,-0.2,28.30%,28.30%,19.70%,24.00%,28.30%,28.30%,19.70%,24.00%,9.70%,-5.20%,9.70%,2.30%,21.20%,23.50%,23.50%,22.36%,1259.10%,1400.90%,1400.90%,1329.96%,-4.07,-3.80%,-,1.00%,-0.7,-,-,9.0,13.0,,,,,13.43,13.17,,,,,36.0,64.0,,,,,489.0,820.0,,,,,6.0,4.0,,,,,19.46%,21.99%,,,,,21.22%,23.49%,,,,,21.22%,23.49%,,,,,2.90%,-0.50%,,,,,-1.40%,0.90%,,,,,-4.20%,-2.00%,,,,,35.29%,16.00%,,,,,28.26%,19.74%,,,,,28.30%,19.70%,,,,,9.70%,-5.20%,,,,,20.30%,22.70%,,,,,0.7,0.9,,,,,0.7,0.9,,,,,-0.3,-0.1,,,,,1.6,1.7,,,,,1.6,1.7,,,,,-0.1,-0.2,-,-,-,-,0.27,0.36,,,,,0.29,0.38,,,,,UNK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-,UNK,UNK,-,-,-,-,-,-,-,-,-,,
24,Jalen McMillan,jalen-mcmillan-1,,Washington,Pac-12 (North),UNK,UNK,WR,2023,FR,0,21,12/7/2001,5.40%,6.40%,2.60%,4.8,62%,,0%,0,-,-,-,-,1,13,5.9,40,486,12.2,3.1,1.0,18.70%,22.40%,1.4,17.40%,0.13,0.13,-0.55,-2.90%,0.00%,-6.60%,1.38,1.4,1.4,1.4,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,-0.6,-0.6,-0.6,-0.6,1.20%,22.40%,22.40%,11.80%,0.90%,18.70%,18.70%,9.80%,-6.20%,-6.20%,-6.20%,-2.10%,1.80%,17.40%,17.40%,17.41%,1296.60%,1751.30%,1751.30%,1523.92%,-3.5,-7.50%,-,-0.80%,-0.6,-,-,3.0,10.0,,,,,1.33,10.4,,,,,1.0,39.0,,,,,16.0,470.0,,,,,0.0,3.0,,,,,1.47%,16.05%,,,,,1.77%,17.41%,,,,,,17.41%,,,,,,-6.60%,,,,,,-2.90%,,,,,,0.00%,,,,,0.00%,20.00%,,,,,1.18%,22.44%,,,,,0.90%,18.70%,,,,,,-6.20%,,,,,1.60%,16.70%,,,,,0.2,0.7,,,,,,0.7,,,,,,0.0,,,,,0.2,1.4,,,,,,1.4,,,,,-,-0.6,-,-,-,-,,0.13,,,,,,0.13,,,,,UNK,,,,,,,,,-,UNK,UNK,,,,,,,,,,,
25,Arik Gilbert,arik-gilbert-1,0,Louisiana State,SEC (West),UNK,UNK,TE,2023,UNK,,21,2/22/2002,17.70%,15.20%,2.60%,4.5,59%,,0%,-,-,-,-,-,1,8,10.5,35,368,10.5,4.4,,10.10%,12.60%,1.1,11.80%,-0.21,-0.21,-0.58,-9.80%,-9.80%,3.40%,1.09,1.1,1.1,1.1,-0.2,-0.2,-0.2,-0.2,-0.3,-0.3,-0.3,-0.3,-0.6,-0.6,-0.6,-0.6,12.60%,12.60%,12.60%,12.60%,10.10%,10.10%,10.10%,10.10%,0.00%,0.00%,0.00%,0.00%,11.80%,11.80%,11.80%,<2 Yrs of Data,1422.90%,1422.90%,1422.90%,<2 Yrs of Data,-10.17,-11.20%,-,0.00%,-0.3,-,-,8.0,,,,,,10.48,,,,,,35.0,,,,,,368.0,,,,,,2.0,,,,,,14.17%,,,,,,11.79%,,,,,,11.79%,,,,,,3.40%,,,,,,-9.80%,,,,,,-9.80%,,,,,,8.33%,,,,,,12.58%,,,,,,10.10%,,,,,,0.00%,,,,,,13.00%,,,,,,0.6,,,,,,0.6,,,,,,-0.1,,,,,,1.1,,,,,,1.1,,,,,,-0.6,-,-,-,-,-,-0.21,,,,,,-0.26,,,,,,UNK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-,UNK,UNK,-,-,-,-,-,-,-,-,-,,
26,Jaden Walley,jaden-walley-1,0,Mississippi State,SEC (West),UNK,UNK,WR,2023,SO,0,21,9/13/2001,17.70%,15.20%,2.60%,4.2,51%,,0%,-,-,-,-,-,2,23,12.7,107,1346,12.6,4.7,2.0,15.70%,16.50%,1.2,17.40%,-0.15,-0.15,-0.64,-4.20%,-0.70%,-3.80%,1.42,1.4,0.9,1.2,0.1,0.1,-0.4,-0.1,0.1,0.1,-0.5,-0.2,-0.2,-0.2,-1.0,-0.6,18.60%,18.60%,14.50%,16.50%,16.90%,16.90%,14.50%,15.70%,-1.70%,-10.40%,-1.70%,-6.00%,22.00%,12.80%,22.00%,17.40%,1449.00%,2832.70%,2832.70%,2140.83%,-7.06,-5.40%,-,-1.70%,-1.3,-,-,10.0,13.0,,,,,13.58,11.83,,,,,52.0,55.0,,,,,718.0,628.0,,,,,2.0,6.0,,,,,13.94%,10.62%,,,,,22.03%,12.77%,,,,,22.03%,12.77%,,,,,3.70%,-11.30%,,,,,0.40%,-8.80%,,,,,3.90%,-5.40%,,,,,11.76%,16.22%,,,,,18.59%,14.49%,,,,,16.90%,14.50%,,,,,-1.70%,-10.40%,,,,,18.00%,11.70%,,,,,1.1,0.6,,,,,1.1,0.6,,,,,-0.1,-0.2,,,,,1.4,0.9,,,,,1.4,0.9,,,,,-0.2,-1,-,-,-,-,0.12,-0.41,,,,,0.07,-0.46,,,,,UNK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-,UNK,UNK,-,-,-,-,-,-,-,-,-,,
